Country Name,Country Code,Indicator Name,Indicator Code,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Heavily indebted poor countries (HIPC),HPC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,32.01932144,32.73283005,33.32223129,33.84653854,34.51391983,34.84471893,35.18080139,35.6385498,36.36894989,36.5639801,37.2501297,38.24108887,38.91468811,39.7093811,40.81594849,41.66674042,41.4333992,42.32003021,43.62429047,43.18114853,41.61853027,43.44255066,43.68367004,43.84215927,45.07196045,47.49039841,48.98246002,50.05854034,51.10319901,51.81340027,52.93761063,54.1251297,54.81586075,55.61194992,56.34822083
Croatia,HRV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,94.8172226,,,,,,,,,,97.08390045,,,,,,,,,,98.66590881,,,,,,,,,
Haiti,HTI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,32.52495956,,,,,,,,,,,,,,,,,,,,,54.86146927,,,44.59944916,,,,,,,,,,58.30052185,,,,
Hungary,HUN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,98.45413208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.09999847,,,,,,
IBRD only,IBD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,52.58166885,52.71376038,52.9982605,53.85771179,54.68444061,55.25756073,56.30076981,57.16775131,58.19319916,59.19440079,60.073349,60.87982178,61.83156967,64.65036774,65.4074173,65.83944702,66.80565643,67.5412674,68.18614197,68.8376236,69.5256424,70.20694733,74.32524109,75.8575592,76.35959625,76.82772827,77.33831787,77.88536072,78.6672821,79.1900177,79.08968353,79.60076904,80.66744232,81.14276886,81.73441315,82.78353882,83.32180023,83.85037231,84.05893707,84.71096039,84.89926147,85.36820984,85.70800018,85.81552887,86.20198822,86.54943085
IDA & IBRD total,IBT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,49.2299614,49.35839844,49.6385994,50.40470123,51.14881897,51.68143845,52.6089592,53.40539169,54.32461166,55.23360062,56.03767014,56.77814102,57.6673317,60.13362885,60.83755875,61.28765106,62.1888504,62.83694839,63.44498062,64.11379242,64.77394104,65.454422,68.9815979,70.44052124,70.96672058,71.21520233,71.76101685,72.25527954,72.96640015,73.55480194,73.42250061,74.18534088,74.56230164,75.15997314,75.68325043,76.6105423,77.07472992,77.60944366,77.89491272,78.55718231,78.84765625,79.49584198,79.89720154,79.99156189,80.36000061,80.69199371
IDA total,IDA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,33.95267105,34.38732147,34.77655029,35.24420166,35.7182312,36.17987061,36.83087921,37.60382843,38.18391037,38.89395905,39.66439056,40.07324982,40.70154953,41.67475891,42.44636154,43.28160095,44.22842026,45.61590958,46.51615143,46.0016098,46.93878174,47.39780045,47.9883194,49.0777092,49.0592308,51.1495285,48.8780899,50.31251907,50.88048172,51.63256836,52.11933899,53.00354004,53.9174118,54.94688034,55.96060181,57.60298157,58.55170059,58.92092896,59.54970932,60.15475845
IDA blend,IDB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,37.24871063,37.7656517,38.0790596,38.4201889,38.7715416,39.15053177,39.92974854,40.73722076,41.37023926,42.22488022,43.89009857,44.13917923,44.99193954,45.90652847,46.81233978,47.88294983,48.92200851,50.1095314,50.96614075,47.39178085,48.32472992,49.18901825,49.24055099,50.28910065,50.04251862,57.9142189,49.90662003,50.82830048,51.89250183,52.55495071,53.2988205,54.30884933,54.27907181,55.58277893,55.93088913,56.8320694,57.85702133,57.64360809,58.20465851,58.76726151
Indonesia,IDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,57.69462967,,,,,,,,,,75.27011871,,,,,,,,,,,,,,86.79959106,,88.78697968,,89.10138702,89.67711639,,90.0687027,,,93.45089722,93.33570862,93.58692169,,93.99217987,,94.55235291
IDA only,IDX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,31.81922913,32.25674057,32.79946136,33.34273911,33.85531998,34.45790863,35.23178101,35.80252075,36.4611702,36.81481934,37.32474899,37.86714935,38.89859009,39.63021851,40.36888123,41.31111145,42.8220787,43.76100159,44.76734161,45.71659088,45.98228836,46.84460068,47.96923065,48.06970978,47.31222153,47.87799072,49.59146881,49.92378998,50.73775101,51.10961914,51.9458313,53.34563828,54.25392914,55.61508942,57.64706039,58.57276917,59.24010086,59.91320038,60.54933167
Isle of Man,IMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,25.67625046,,,,,,,,,,33.72953033,,,,,,,,,,47.84209824,,,,,50.82376099,,,,,59.27732086,,,,,,,65.79080963,,
Not classified,INX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,24.42308044,,,,,,,,,,41.03395081,,,,,56.15642166,,,,,66.06775665,,,,,,70.40000153,,,76.80264282,77.24002075,,77.69471741,,,,78.4162674,79.75583649,79.83934784,,80.78743744,,,,
Iraq,IRQ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,64.16950226,,,,,,,,,,,,69,63.40000153,74.59999847,,76.80000305,79.90000153,,,
Iceland,ISL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,88.67472076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,95.53666687,,,,,,,,,,,,,,,,,,,,98.0421524,,,,,,,,,,98.57956696,,,,,,,98.9719162,,
Jamaica,JAM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,85.87207794,,,,,,,,,,,,,,,92.69999695,,,,,,
Jordan,JOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,52.11061096,,,,,,,,,,,,,,,,,,,,,,,,84.71392059,,87.0058136,,88.90331268,,,89.20774078,93.93345642,97.37200928,,,,,,97.83207703,,
Japan,JPN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,96.13877106,,,,,,,,,,99.28990173,,,,,,,,,,99.68428802,99.73899078,,,,,,,,99.73899078,,
Kenya,KEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,77.89298248,,,,,,,66.86312103,,,,,,,74.00631714,,,,78.1889267,,
Kyrgyz Republic,KGZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,98.13063049,,,,,,,,,,98.9812088,,,,,,,,,99.49971771,,
Cambodia,KHM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,56.99250031,,,,,,64.05098724,,,,69.58641052,69.10901642,,,,,71.78179932,75.03386688,,,,,
Kiribati,KIR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.61865997,,,,,,,,,,,,
Kuwait,KWT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,48.0152092,,,,,59.11050034,,,,,68.84937286,,,,,,,,,,74.14871979,,,,,,,,,,91.04250336,90.82862854,91.50348663,91.77864838,,92.68093872,,94.96524811,94.30116272,,94.470047,,94.82576752,94.905159,,95.35169983
Latin America & Caribbean (excluding high income),LAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,75.09142303,75.55119324,76.07821655,76.64515686,77.1674881,77.76972198,78.18531036,78.68621063,79.19550323,79.69441986,80.18025208,80.6570816,80.95065308,81.5725174,82.11155701,82.62300873,83.20807648,83.90654755,84.60384369,85.18726349,85.83126068,86.22988129,86.53662109,87.10993958,87.47862244,87.81141663,87.82949829,88.0114975,88.86253357,88.8660965,89.41065979,89.27633667,89.95343781,90.23677063,90.63185883,90.80124664,91.39002228,91.71813202,91.81490326,92.29994202,92.45993042,92.93013,93.09552765,93.29000854,93.75498199,93.93205261
Lao PDR,LAO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,47.90235901,,,,,58.46070099,60.90251923,,,,63.22698975,,,,,,49.72307968,,,,79.39103699,,,,,
Lebanon,LBN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.96778107,,88.08705902,,,,,,,,,93.30500793,,
Liberia,LBR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,19.30278969,,,,,,,,,,,,,,,,,,,,,,,27.0349102,,,,,,,,,,34.09225845,,,
Libya,LBY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,42.31354904,,,,,,,,,,63.70000076,,,,,,,,,,77.80000305,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,76.07552338,76.50443268,76.99752045,77.54052734,78.04089355,78.61042786,79.01374054,79.4912262,79.97612,80.45175171,80.91516876,81.371521,81.64443207,82.23477936,82.77749634,83.26480103,83.81996155,84.48304749,85.14518738,85.69998932,86.3116684,86.69251251,86.99028015,87.5358429,87.88588715,88.20384216,88.22773743,88.40527344,89.20848846,89.21810913,89.73844147,89.62124634,90.33982086,90.58627319,90.95128632,91.08650208,91.64396667,91.96498108,92.03547668,92.50640869,92.66040802,93.11920929,93.25437927,93.44924164,93.89594269,94.06754303
Least developed countries: UN classification,LDC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,29.18610001,29.57802963,30.01601982,30.55418015,31.09003067,31.59059906,32.18967819,32.94696045,33.54576111,34.21530914,34.55224991,35.05857849,35.59946823,36.67245102,37.55540085,38.27608871,39.2158699,40.75780869,41.7237587,42.57556915,43.56639862,43.68188858,44.62826157,45.79671097,45.84379959,44.93523026,45.30955887,47.09449005,47.76855087,48.44528961,48.80469894,49.74790955,51.27193069,52.13674164,53.63771057,55.84854126,56.85786819,57.61592102,58.32479858,59.00613022
Low income,LIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,35.71121979,36.14305878,36.61698151,36.8282814,36.92049026,37.18893814,37.73057938,37.96706009,38.48289871,39.35041046,40.0495491,40.7097702,41.51591873,42.39583969,41.97821045,42.65800858,43.96865082,43.52500153,41.61243057,43.24518967,43.71384048,44.21604919,44.91233826,47.30540848,47.87731171,48.91579819,49.4209404,50.23160934,51.30202103,52.34896088,52.91326904,53.5078392,54.07807922
Liechtenstein,LIE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,82.02197266,,,,,,,,,,,,,,,,,,,,89.13575745,,,,,89.09134674,,89.07347107,,89.9586792,,,,,,91.48610687,90.97074127,90.79560089,91.58087158,
Lower middle income,LMC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,35.71829987,35.80411148,36.30025864,36.83972168,37.38162994,37.92710876,38.1633606,39.04204178,39.57836151,40.21527863,40.8574295,41.36071014,42.2893219,42.47496033,43.25513077,43.9930191,44.74571991,45.58063126,46.29090881,47.19625092,48.06307983,48.97167969,49.79030991,52.92285919,53.75487137,53.93597031,54.65869904,55.66410828,56.5859108,57.45948029,56.7774086,58.74449921,58.06467056,59.32442856,60.16817856,62.29360962,62.85654831,63.71516037,64.35520172,65.41397858,66.31742859,67.22427368,68.07827759,68.59158325,69.28978729,69.96179199
Low & middle income,LMY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,48.26876831,48.41551971,48.71989059,49.52083969,50.29912949,50.86090851,51.8273201,52.65684891,53.60945129,54.55121994,55.38629913,56.15153885,57.07117081,59.59748077,60.31908035,60.78356171,61.70473862,62.36724091,62.98873138,63.67134094,64.34522247,65.03999329,68.61930847,70.10246277,70.6431427,70.89888,71.45519257,71.95980835,72.68437195,73.28315735,73.15302277,73.9280014,74.3053894,74.9159317,75.44508362,76.38950348,76.86344147,77.40663147,77.70111084,78.37230682,78.66841125,79.32453156,79.73571777,79.83291626,80.20710754,80.54428864
Lesotho,LSO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,92.04644775,,,,,,,,,84.96395874,,,,,84.93489075,,,,,,
Late-demographic dividend,LTE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,60.37704849,60.39022827,61.37104034,62.35157013,63.38335037,64.34715271,65.09279633,66.31257629,67.28794098,68.25055695,69.07203674,69.99790955,74.77828979,75.54524231,75.55835724,76.87787628,77.52734375,78.16223145,78.77094269,79.38622284,79.96627045,86.85353088,87.34442139,87.76793671,88.01776123,88.57067871,89.00375366,89.51638031,89.8685379,90.31098175,90.61953735,92.01503754,92.31871796,92.73825836,92.8221817,93.46853638,93.69628143,93.76911163,94.01696777,94.1975174,94.45729828,94.64187622,94.85569,95.09571838,95.27838135
Lithuania,LTU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,97.78159332,,,,,,,,,,,,99.64794159,,,,,,,,,,99.83323669,,,,,,,,,
Luxembourg,LUX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latvia,LVA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,99.188797,,,,,,,,,,,99.70973206,,,,,,,,,,,99.90792084,,,,,,,99.90640259,,
"Macao SAR, China",MAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,86.21588135,,,,,,,,,,,,,,,,,,,,87.77497101,,,,,90.72358704,,,,,93.73191071,,,,,95.03256989,,,,
St. Martin (French part),MAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,17.51486969,,,,,,,,,,,,28.72542,,,,,,,,,,39.61956024,,,,42.58784866,43.92108154,,57.63999176,59.13063812,,53.31092072,,,,64.59137726,,
Monaco,MCO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,94.4444809,,,,,,,,,,,95.49230194,,,,,,,,,,,,,,99.14041901,,,,,,
Madagascar,MDG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,65.27857208,,,,,54.75429916,,,,61.64141083,,,68.28330231,,,,,,75.07057953,,
Maldives,MDV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,82.17816162,,,,,,,,92.35900879,,,,,96.14601135,,,,,96.44297791,,,,,,,,,,,98.42984772,,,,,,,,98.69167328,,98.11470795,,,,
Middle East & North Africa,MEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,29.51700974,30.26622009,30.68405914,31.40481949,32.18711853,33.01330185,33.85826111,34.82617188,35.89356995,37.02666092,38.07138824,39.30070114,40.26411057,41.51663971,42.75769043,45.54496002,47.0304718,48.25606918,48.81758881,50.13769913,52.05178833,53.83073044,54.90721893,56.36045837,57.72898102,59.06328964,60.36212158,60.88233185,64.03885651,65.29309082,65.17256165,66.12442017,66.58010101,67.46466827,67.64243317,68.74935913,69.60183716,72.28000641,71.71695709,73.85565948,72.32627106,73.56723785,75.10578918,72.35565948,72.77185059,73.19931793
Mexico,MEX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,79.89099884,,,,,,,,,,84.95590973,,,,,,,,,,88.68203735,,88.72863007,,89.63101959,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911,93.48549652,93.96852112,94.16575623,94.60804749,,94.49513245
Marshall Islands,MHL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.20298004,,,,,,,,,
Middle income,MIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,49.4292984,49.57172012,49.87994003,50.71627045,51.52713013,52.10113144,53.0984993,53.94989014,54.93133163,55.90322113,56.76203918,57.55195999,58.49647903,61.16149139,61.90866089,62.38103104,63.36169815,64.07524109,64.73433685,65.4420929,66.16348267,66.87837219,70.65912628,72.21395111,72.76320648,72.9957428,73.54628754,74.134552,74.88031006,75.44763184,75.36569214,76.36968231,76.68370819,77.33985901,77.90701294,78.90724945,79.26027679,79.83426666,80.10096741,80.82150269,81.11119843,81.76921082,82.16377258,82.26000214,82.65685272,83.01712799
North Macedonia,MKD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,90.92801666,,,,,,,,94.05606842,,,,,,,,,,,,96.69999695,,,,,,97.60762024
Mali,MLI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,5.735280037,,,,,,,,,,,,,,,,,,,,,,11.89342976,,,,,15.89999962,,,18.19091034,,,,20.28792953,18.90468979,,,,22.19581032,,,25.73516083,,22.07847023
Malta,MLT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,87.28613281,,,,,,,,,,89.24263763,,,,,,,,,,93.50424957,,,,,,94.79003906,,,,,,,95.98872375,,
Myanmar,MMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,71.630867,,,,,,,,,,,,,,,,,86.41517639,,,,,,,,,,,,,,,,71.84699249,,,86.26860809,
Middle East & North Africa (excluding high income),MNA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,26.44132996,27.23168945,27.65759087,28.41835976,29.22436905,30.11033058,31.00489044,31.97761917,33.12688828,34.33229065,35.46360016,36.80178833,37.84706116,39.1147995,40.37335968,43.3494606,44.87779999,46.09394073,46.689991,48.04961014,50.06241989,51.90761185,52.97700119,54.42459106,55.81721115,57.14508057,58.49317932,58.88716888,62.19932938,63.44530869,63.22570038,64.14958191,64.52320099,65.35462952,65.42771149,66.54248047,66.81977081,69.75009155,68.98238373,71.33203125,69.52359772,70.87821198,72.59703064,69.41900635,69.88861084,70.35214233
Montenegro,MNE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,83.23545837,,,,,,,,,,97.77604675,,,,,,,,,,,,96.31887054,,,,,,,,97.50051117,,,,,,,98.27134705,,
Mongolia,MNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,97.52880096,,,,,,,,,,98.33663177,,,,,,,,98.64888763,,99.24108887
Northern Mariana Islands,MNP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,12.09652996,,,,,,,,,,,,,,,,,24.96419907,,,,,,33.19395828,,,,,,36.45227814,,,,,,43.06246185,,50.29513931,,,
Mauritania,MRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,43.4173584,,,,,,,35.34843063,,,,,,56.59244156,,,,43.35438919,,,
Mauritius,MUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,74.66088867,,,,,,,,,,80.50003052,,,,,,,,,,,86.65807343,88.97934723,89.05094147,90.28331757,90.65402222,90.98055267,,89.36637878,,
Malawi,MWI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,33.5230217,,,,,,,,,,,53.9971199,,,,,,,,,,,,51.25196838,,,,55.13098907,55.20410919,,,,,
Malaysia,MYS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,61.24850082,,,,,,,,,,,77.28308868,,,,,,,,,85.35421753,,,,,,,,,,90.74768066,,,,,,93.36942291,93.55406952,93.50482941,93.64668274,
North America,NAC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namibia,NAM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,73.98660278,,,,,,,,,,83.54032135,,,,,,78.35098267,,,,87.95105743,,,,,,,91.43643188,,
New Caledonia,NCL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,90.31079102,,,,,,,,,,,,,92.07344055,,,,,,,95.46530151,,,,,,,,,,,,,,,,,,97.5,,,,,,
Niger,NER,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,9.399350166,,,,15.08413982,,,,,,,22.55129051,,,,,,26.64999962,,
Nigeria,NGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,43.72919846,,,,,,,,,,,,43.32204819,,,64.25449371,,41.38676071,,,,,,,,,,52.65647888,,
Nicaragua,NIC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,76.60166168,,,,77.91603851,,,,,,,,,,82.77935028,,,,,
Netherlands,NLD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,NOR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,9.153120041,,,,,,,,,,17.38179016,,,,,,,,,,34.88676071,,,,,,,,,,48.83758926,,,,,,,59.72443008,,
Nauru,NRU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OECD members,OED,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
